id,category,filtered,content,summary,prompt_filter_result,completion_filter_result,content_safety_result
274,['Not Hate Speech'],False,얘네 우연히 만나긴 다 섭외했네,모두 우연히 만난 것이 아니라 섭외된 것 같다.,{},{},
275,['Not Hate Speech'],True,누가 말하는거 보니 외국에서 올려서 퍼졌다고 하든데해봐야 잡지도 못하고 일단 기사 띄우고 그냥 받아서 보고 퍼트리는 한국놈들이나 조심하란 소리겠지..,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
276,"['Age', 'Religion']",True,남자새끼가 꼴사납게 질질짜노,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
277,['Not Hate Speech'],True,접촉사고 문제가 아니라 신호위반이 문제야 빠순이들 정신 차려라,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
278,"['Origin', 'Religion']",True,암컷 돼지였으면 페미들이 성차결이라고 들고 일어났을듯,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
279,['Not Hate Speech'],False,뭐 이런걸 기사로 참 무슨 댓글을 원하셨길래...참 답답하네요,기사에 대한 댓글을 기대했는데 답답하다는 반응.,{},{},
280,['Not Hate Speech'],True,공산당 신천지 이슬람 거짓말이 일상화됨 피해주고 피해받았다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
281,['Physical'],True,개누리 아무리짖어봐야 지지율만내려가더라,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
282,['Not Hate Speech'],False,"돼지, 마음에 들어^^",돼지에 대한 호감 표현,{},{},
283,"['Politics', 'Age']",True,ㅅㅂ 쪽바리 생긴거 봐라,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
284,['Gender'],True,초딩보다 못한 짓을 저 나이에 하고 있구나...,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
285,"['Physical', 'Gender']",True,문재앙 유시민 틀딱인데ㅋㅋOOOㅋㅋ,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
286,['Age'],False,니미 무슨 우리 모두의 얘기야? 굴비 엮듯 엮지 좀 마,모두의 이야기를 얽지 말아 달라는 요청.,{},{},
287,"['Politics', 'Physical']",True,김정은 죽었다고 하니 주둥이 개거품 무는놈들 토빨이거나 조선족이거나 짱개라고 본다,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
288,['Physical'],False,문재인> 청와대> 버닝썬>yg> 승리 인가 ㅋㅋㅋㅋㅋㅋ,"문재인, 청와대, 버닝썬, YG, 승리 순으로 연결된 유머러스한 표현.",{},{},
289,['Not Hate Speech'],False,차은우 진짜 존나 잘생겼다ㅠㅜ...,차은우가 매우 잘생겼다.,{},{},
290,['Not Hate Speech'],True,이래서 검은 머리 짐승은 거두는게 아니라는 말이 생겼나 보네요,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
291,['Age'],False,판ㅅㅏ ㅅHㄱㄱl 밤거리조심해야할것이다,밤거리에서 조심해야 한다.,{},{},
292,['Not Hate Speech'],False,영화배우라면 하정우처럼~~^^,영화배우 하정우처럼 되기를 바라는 내용.,{},{},
293,['Physical'],False,문재인정부가 뭘 덮으려고하는걸까요♥♥ 시기가 미묘하네요 ㅠㅠ♥♥,문재인정부의 의도와 시기에 대한 의문.,{},{},
294,['Not Hate Speech'],False,전라도 광주 동부경찰서,전라도 광주 동부경찰서에 관한 내용입니다.,{},{},
295,"['Gender', 'Religion']",True,나이 60이나 먹은 할매들이 왜 tv에 얼굴 비추냐? 이건 진짜 국민들 테러하려고 하는거냐??,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
296,['Gender'],True,부산시는 더해요. 평일 낮에는 90%가 노인이다. 냄새가 나서 도저히 지하철 못타것다.,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
297,['Politics'],True,일본 넘들 판치네 ㅋㅋ 우리나라에서 일본놈들 강제추방 시켜야되,,,"{'hate': {'filtered': True, 'severity': 'high'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
298,"['Origin', 'Religion']",True,매퇘지들 겨울이라 먹을거 없나보네 다내려온거보면..,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
299,['Religion'],True,공인은 진짜 조심해야되 일반인보다 백배천배...여자쫌 만져도 무조건 성추행 되버리니...ㅋㅋ 분명히 뭔가 있다...거의 꽃뱀이 구십구프로,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
300,['Profanity'],True,하나님을 믿는 모임이라며 연예인 인맥모임 나가서 사진찍더나 소맥말아마신댄다 ㅋㅋㅋ,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
301,['Not Hate Speech'],True,댓글보니 중앙일본스러운 인간들 많네.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
302,['Not Hate Speech'],False,"정씨가 2016년 세칭 ‘편법’을 동원해 입학한 곳은 경희대 응용예술학과 대학원 박사과정이다. 중요한 것은 당시 ‘정원 미달’이었다는 점이다. 미달학과에 사법적 단죄 가능성을 무릅쓰고 불법을 도모할 만큼 어리석은 사람은 없다. 미달 학과에 부정입학했다고 우기는 일부 언론이나, 수많은 강력 범죄들을 제쳐두고 한가하게 미달학과 부정입학이라는 기상천외한 사안을 조사하는 경찰이 아둔하다고 느껴질 뿐이다.","정씨는 2016년 경희대 응용예술학과 대학원 박사과정에 편법으로 입학했으며, 당시 학과는 정원 미달 상태였다.",{},{},
303,['Not Hate Speech'],False,장어구이 먹으면서 가시나오는거 1도 먹어본적이 없엇는거같은데.....,장어구이 먹을 때 가시가 나온 적이 없다고 생각함.,{},{},
304,"['Gender', 'Religion']",True,23살 어린 싱싱한 여배우와 살려면 치러야하는 댓가들이지.,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
305,"['Physical', 'Age']",True,"진짜 갈수록 더 뻔뻔해지네,이쉬끼 완전 빨갱이 근성드러내는구나",,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
306,"['Gender', 'Religion']",True,나이든여자랑 엮지마라 좀,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
307,['Not Hate Speech'],False,zzaj/ 아이유는 연기연습이나 더 하고 드라마해라. 윤아는 연기 잘해서 작년에 신인상 후보에 싹 다 오르고 상도 9개나 탔구만..윤아가 아이유보다 훨 낫지,"아이유보다 윤아가 연기 실력이 더 뛰어나며, 윤아는 신인상과 상을 여러 개 받았다는 내용.",{},{},
308,['Not Hate Speech'],True,고현정 이쁜거맞는데; 저게안이쁘다고?,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
309,['Origin'],True,세연아 입좀 다 물어라 .. 얼굴 반이 입이여 ^^;,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
310,['Not Hate Speech'],False,와 진짜 사진 ㅠㅠ...미소 진짜 예쁘다..와...ㅜㅠㅜㅠ 이렇게 예쁘게 웃을 수 있다니 ㅠㅠㅠ...짱이다진짜ㅠㅠ,사진 속 미소가 정말 예쁘고 감탄을 자아내는 감정 표현.,{},{},
311,['Not Hate Speech'],True,뭔소리여어~~충청도는 당이 없어서 무시 하능겨~~?,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
312,['Not Hate Speech'],False,"방송잘봤어요나도 눈물바람ㅠ여자맘,엄마맘 다 공감했어요좋은 음식 많이 챙기면서 가꾸면 건강해질테죠^^","방송에 감동했고, 엄마의 마음에 공감하며 건강을 위해 좋은 음식을 챙기자는 내용입니다.",{},{},
313,['Not Hate Speech'],True,역시 20대 청년의 질문은 받질 않더군요 게이빼곸ㅋㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
314,['Not Hate Speech'],False,다알려주네 안봐도되겠다 개꿀,모든 정보를 알려줘서 굉장히 유용하다고 생각함.,{},{},
315,['Not Hate Speech'],False,김유지 졸라 이쁘네,김유지의 외모가 매우 예쁘다.,{},{},
316,['Politics'],True,전나공화국 공무원. 대한민국엔 없다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
317,['Not Hate Speech'],True,느므~~~보기 좋아효^^ 뭐라 나쁜말 지껄이는 것들은그냥 냅둬여..저러케 살다 죽게 ㅋㅋㅋ,,{},"{'filtered': True, 'category': 'self_harm', 'severity': 'medium'}",
318,['Not Hate Speech'],False,우짜라구..엣다 관심,관심이 없거나 무관심한 태도 표현,{},{},
319,['Not Hate Speech'],False,질질끌지말고 신혜선 과거빨리 밝혀라 너무질질끌면 재미없다,"신혜선의 과거를 빨리 밝혀야 하며, 오래 끌면 재미없다.",{},{},
320,['Religion'],True,골에 든거없는 빠수니들은 댓달지마라 ㅉㅉ 느와르분들응원합니다,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
321,['Origin'],True,어지간히도 못생겼든가 2번을 해도 못생겼네,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
322,['Profanity'],True,원래예수님잉돈을그렇게 좋아했나? 다 목사배불리는걸 ..진짜 예수님은 그렇지 않을듯,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
323,['Religion'],True,여잔덴 안줘도 되는거 아닌가?여자라면 무조건 편들어줘야하는거 아닌가?,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
324,['Not Hate Speech'],True,중국과 한국은 우리 친구. 비슷한 성질 과 인성이라 반갑습니다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
325,['Not Hate Speech'],False,아이유희열+정승환ㅋㅋㅋㅋ 뮤지션들 화이팅!!! 근데 승환군 동글동글 넘나 귀엽네요 이번 앨범 내박나세요~,"아이유, 희열, 정승환 응원하며 정승환의 귀여운 모습 언급, 앨범 응원 요청.",{},{},
326,['Not Hate Speech'],True,개인사 공개에 아주 거리낌이 없구만... 기자 양반도 이혼하면 본인 기사 기재하나.??,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
327,['Politics'],True,아 자꾸 짱깨가 뉴스에 나오니 병에 걸릴것 같아.,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
328,['Origin'],True,내가 늙은건가...처음들어보는 캐릭이네. 게다가 못 생김.,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
329,['Not Hate Speech'],False,쓸수도있지~ 그럼 웃긴놈들이네~ 그럼 바다가서 소리라도 치까?,웃긴 사람들이 바다에서 소리치자는 농담.,{},{},
330,['Not Hate Speech'],True,부담스러운 목소리라 여러번 듣기엔 무리가 있음. 노래는 확실히 잘부르지만 내 취향은 아님a,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
331,['Not Hate Speech'],True,난 고현정 연기가 더 이상했음..근데 너무 최자혜 정면샷이 부담되긴해요ㅋㅋ,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'low'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
332,['Politics'],True,미개하다 미개해 진짜 한국은 평생 일본의 발끝에도 못 미치겠다,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
333,['Not Hate Speech'],False,아이유...달의연인은말아먹고 이번드라마에서연기잘하기만해봐라....,아이유가 달의 연인 이후 연기 잘하기를 기대한다.,{},{},
334,['Not Hate Speech'],False,이명박 박근혜건이 중요한데 이럴때마다 열애설이 1위 오르네 누가 누굴 사귀는게 뭐 중요하다고 범죄만 아니면 돼지..,"이명박과 박근혜 관련 열애설이 자주 언급되며, 사귀는 사람보다 범죄가 아니면 괜찮다는 의견이 있음.",{},{},
335,['Not Hate Speech'],True,도끼라면 언제나 리스펙트!,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
336,['Not Hate Speech'],False,"찾아보니 성형한거였네. 눈, 코, 턱까지.... 얼굴 전체 다했네;;;;;;","성형으로 눈, 코, 턱 등 얼굴 전체를 했다는 내용.",{},{},
337,['Age'],False,지롤을해요잉 ㅋ,유머러스하게 농담을 하는 내용입니다.,{},{},
338,"['Gender', 'Religion']",True,애비충 커밍아웃. 애기가 쉬싸거나 똥싸서 시끄럽게 울면 '여보 시끄럽자나!~빨리 기저귀갈아!~' 이러고 뒷짐지고서 냄새난다고 빨리하라 옆에서 잔소리했겠지. 밤에 애가 울면시끄럽다고 짜증내고~ 애가 무슨 실수하면 '애가 왜이래? 왜이렇게키웠어?' 이 색히야~ 남의집자식아냐? 니새끼다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'low'}}",
339,"['Physical', 'Age']",True,문재앙.... 이 중국의 똥🐕 새끼야.... 중국인 입국이나 금지 해라..,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
340,['Gender'],True,어떤 여자는 20년어린 남자친구와 손잡고 거리를 배회해도 아무도 눈치 못채고 연인인줄 알던데..이 부부는 너무 차이나는게 보임 남자말투도 너무 앵앵거리고..아무리 연상연하지만 비슷므리하게 보이게 노력좀해라,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
341,['Not Hate Speech'],True,기사내리세요. 이미 법원 판결나서 이현주의 범죄사실이 공인됐는데 왜 이런식으로 기사내요? 그리고 이현주의 범죄행위가 동성애 혐오의 이유가 될 순 없습니다. 이현주를 욕하며 동성애를 욕하는 당신들도 이현주 같은 가해자라는 걸 명심하세요.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
342,['Physical'],True,민경욱때문에 민주당지지율이 올라가는구나 미통닭들아 더 날뛰거라ㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
343,['Physical'],True,걸레는 빨아도걸레네 걸레속에 기생하는 좌좀이지.ㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
344,['Physical'],True,이게 나라다 문재앙,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
345,['Not Hate Speech'],False,99년즈음부터 엠비씨엔 명작드라마가 많았다 네멋대로해라 허준 대장금 상도 아일랜드 내이름은 김삼순 하얀거탑 등등 이명박 정권때 부터인가 슬슬 재미없기 시작하더니 개막장 드라마 같은 이상한 스토리나 방영됐지 그나마 골든타임은 선전했고 개과천선은 갑자기 조기종영 되는 이상한 일이 벌어졌고 여튼 드라마왕국이란 명성을 다시 되찾기 바란다 주옥같은 OST는 덤,"1999년부터 인기 드라마들이 많았으나 이명박 정권 이후부터 재미없어지고 이상한 스토리의 드라마들이 방영되기 시작했으며, 골든타임은 인기 있었고 개과천선은 조기종영되기도 했다. 드라마의 명성을 되찾기를 바라며, OST도 기억되고 있다.",{},{},
346,['Not Hate Speech'],True,누구한테 쓴겨??? 누가 괴롭히나??? 왕따 당하나???,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
347,['Not Hate Speech'],True,연기자가 연기 할때나 프로다우면 됐지 일상생활에서도 프로다운건 뭐냐? 논리전개가 어거지프로네...ㅡ ㅡ;;,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
348,['Not Hate Speech'],False,나라를 위해서 전부 옷을 벗어라,나라를 위해 옷을 모두 벗어라.,{},{},
349,['Not Hate Speech'],False,이왕 올리는 거 화끈하게 2만원으로 올립시다,2만원으로 올리자는 제안.,{},{},
350,['Not Hate Speech'],False,글쎄… 나도 그냥 여기있을바에 미국가자했음 좋다고따라갔을거같은데,미국에 가는 것이 좋겠다고 생각해서 따라갔을 것 같다.,{},{},
351,['Not Hate Speech'],False,김국진은 보수적이고 옹고집 성격이고 강수지는 예민하고 까탈스러운 성격인데 둘이 어떻게 부부로 산단 말이냐?,"김국진은 보수적이고 고집이 세며, 강수지는 예민하고 까탈스럽지만, 둘이 부부로 살아가는 모습이 의아하다.",{},{},
352,['Politics'],True,일본=쪽빠리 왜놈 한국=종놈 미국=양놈 중국=떼놈,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
353,['Not Hate Speech'],False,남자들은 이런애 왜좋아하지?,남자들이 왜 이런 사람을 좋아하는지 궁금함.,{},{},
354,"['Religion', 'Race']",True,20~30대 남자가 민좃당 문재앙 조국 지지하고 응원하면 꼬@추 짜르고 자@살각,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
355,"['Gender', 'Religion']",True,30대 여자들 단체로 열폭중ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'low'}",
356,['Not Hate Speech'],False,소오녀시대 ㄷㄷ,소녀시대에 대한 놀라움 또는 감탄 표현.,{},{},
357,['Politics'],True,그냥 나와라 중국의존도 없애고 다른나라로 가버려,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
358,['Age'],True,여성 혐오하지 말ㄱ라..ㄴ들은 윈숭이가 낳은 ㄴ들이냐..,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
359,['Not Hate Speech'],True,둘이어쩜 추남추녀 풉 한명이라도 인물있어야지 애얼굴 안봐도 풉,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
360,['Politics'],True,연기하는건 당근이고정신교육하는곳 보내자연예인들은 진짜 문란하고한국참 살기 힘드네,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
361,['Physical'],True,트퀴벌레들 남에 가수기사에와서 시샘질이야 ㅋ,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
362,['Religion'],True,여자들이 주작질 하는거같은데 김감독님 믿습니다.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
363,['Not Hate Speech'],True,지금도 인조인간인데 ㅋㅋㅋ 얼마나더해야 만족할려나,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'low'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
364,['Politics'],True,팩트: 전북사람들도 전남광주 싫어하고 무서워함,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
365,['Not Hate Speech'],True,꼬꼬마들끼리 잘만났네..ㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
366,['Not Hate Speech'],False,누나 홧팅,누나를 응원하는 응원의 메시지,{},{},
367,['Not Hate Speech'],False,머리좀단정하겠다녀라 그리고입술에피어싱OOO,머리를 정돈하고 입술에 피어싱을 했다.,{},{},
368,['Politics'],True,냄새나는 동남아 미개인은 너희나라로 가라..,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
369,['Not Hate Speech'],False,노린건가...ㅋㅋㅋ,무심코 한 행동에 대해 의심하거나 놀라는 반응.,{},{},
370,['Politics'],True,짱깨가 무슨 댓글놀이하고 자빠져있네. 스스로 착해진 짱깨만 칭찬해,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
371,['Age'],True,ㅂ ㅅ 옆차기를해라 남자놈이 주절주절변명만. ..,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
372,['Not Hate Speech'],False,손예진은 단발 머리가 이쁘네여,손예진의 단발 머리가 예쁘다.,{},{},
373,['Physical'],False,믿지 못할 여론 조사 이 정부는 선동 조작의 달인인데 신뢰가 무너짐,"이 정부의 여론 조사 신뢰도 하락, 선동 조작 의혹 제기",{},{},
374,['Origin'],True,진짜 못생겼다 ㅋㅋㅋㅋㅋ,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
375,['Not Hate Speech'],False,세상에서 제일 짜증나는 드라마,가장 짜증나는 드라마에 대한 이야기,{},{},
376,['Not Hate Speech'],False,댓글에 시어머니들 많을줄 알았다.. 냅둬 그냥 지몸뚱이고 지새낀데 어련히 알아서 하겠지,"시어머니들이 많을 줄 알았지만, 그냥 내버려두고 내 일은 내가 해결하겠다고 생각함.",{},{},
377,['Not Hate Speech'],False,아직 의혹인데 사실마냥 떠드네 .. 이런일 한두번이냐 ..,"아직 의혹인데도 마치 사실인 것처럼 떠들고 있으며, 이런 일이 여러 번 있었다고 말함.",{},{},
378,['Gender'],True,어째 드라마가 맨날 노땅녀와 젊은 남자야.. 작가가 노땅이라 그런가,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
379,['Physical'],True,대한민국이 연예인까지 좌빨천국으로 변하는구나~~이나라를 어찌할꼬.,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
380,['Not Hate Speech'],True,남자분들도 희롱 많이 당하고사실텐데요~앵앵거리면서 친한척 팔짱끼는 여자들..팔근육 멋찌다고 만져보자는 여자들..내가 백화점서 일을 오래해봤는데 아줌마 알바들 젊은남자직원들보면 입이귀에걸려서는 자기남편 은근 까면서 밤생활 얘기하고..이런거 다 희롱 아닌가??당해보신 남자들 미투외치세요!!,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
